Model no,Mobile Name,Mobile Brand,customer Name,review sub,product review,sentiment_rate
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,David fambrough,don't buy,Didn't work it has to have a contract !!!!!!!!!!!!!!!!!!!!!!!!!!! So don't waste your time or money it won't work!!!!!!!!!! !..,-1.0
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,cutifly,All Good,Thanks got here fast happy etc like to write at least 20 words because it makes me feel like I am back in school ...,0.18
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Cindy,Phone,"The phone is great, since the other went in the pool to prove a point that it was water proof., but it was not .",0.3375
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Ashley peters,Very disappointed.,I bought his phone for my grandfather as a gift and within the first few hours we realized it barley holds a charge. Very disappointed.,-0.3083333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Adam Allport,Two Stars,Didnt last long at all!,-0.03125
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Terry Kuder III,"Not for me, but good.","The last time I asked the person who I bought this for what he thought, he said that the phone was real good. Sorry I couldn't provide more than that.",0.25
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Anna Matovich,Barrage...It still works!,"...I have had this phone for only one month. In that one month, I have not dropped it or submerged it under water. I got the phone because I am clumsy. It turns out that the grip texture that is found on the sides and behind the phone has helped me to avoid dropping the phone. I do not like the buttons on the inside of the phone because pressing them is like pounding your fingers against the desk. This phone might be too complicated for me. After I updated the phonebook, when I receive a call, I hear a woman's voice announcing the name of the caller followed by the ringing of the phone. I can't figure out how to turn off the ""announcing"" feature.",-0.3
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Greg Robles,One Star,Phone SUCKS!!! Don't ever buy that piece of JUNK!!!,-1.0
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Mark Butcher,please help. I can't program the phone.,"I want to return the phone, but don't have a return form or address. Could you please help me with this request. I was unable to program the phone & want to return it ASAP. Thank you very much!",-0.0875
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,B,one probleme,it needs to be reprogramed and it seems to work better cuz it first dint even stay one for long turned on and off every minute.,0.2333333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Jessica,Very Durable Phone,"I have had this phone for 4 years. Yes I know most people change phones 2-3 times in that span. The number of problems that I have had with it, 0. It has lived up to its claim of being a rugged phone. I take mine in wooded areas, industrial plant areas, and even under vehicles. I don't ever remember submerging it, but it has been in water soaked clothing on numerous occasions. Call quality has been good. I am now starting to notice some more breakup in calls as the phone has aged, but at this point it is hard to complain. My biggest complaint is that it does not stay connected with blue tooth headsets as well as I would like. It almost needs line of sight if you are just sitting idle. I have tried a couple of different headsets with the same results. Sending text messages is a little difficult without a keyboard but that is a given. The camera is average. It is good for quick shots but I grab a regular camera for anything I intend to print out. The bottom line is that if you are looking for a basic, rugged, and durable flip phone, this is the one.",0.0668981481481481
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,SusieQ,barrage,"I have two of these and they are great, My husband's starting to get a little collateral damage and am shopping for a new one. Buy it you will like it, if you Are looking for one of those high class phones, this is not it, but it works well for what we need;",0.1817727272727272
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,sirlansa,Not very Rugged,"I bought this phone because my previous one kept falling out of my belt clip and getting scratched up. I figured I'd pay the extra money to get a Mil-spec phone and not have to worry about damage happening. I have a kayak and wanted to be able to take a phone out on the boat without worry about water getting in it. I also purchased a Verizon belt clip with holder that wraps around the phone. Well this first thing I found was that the belt clip kept coming off my belt and the phone kept landing on hard floors, etc. The second thing I know the outside screen (thin plastic) is cracked. Verizon wants a minimum of $189 to replace it with a used phone (unless I'd purchased insurance). Phone repair places can't get parts to repair it. Of course this eliminates the waterproofing feature, since water can likely get in the 2 cracks on the screen. I don't mind the cracks themselves since I don't really use the outside screen. Third happening was when the holder that wraps around the phone started coming off and letting the phone fall out. That's when I discarded the belt clip/holder and started carrying the phone in my pocket. I've decided I was actually better off with the old phone. I'd have had a lot more dollars in my pocket, since the Mil spec designation adds NOTHING! Other than that it's a pretty good phone. Just don't buy it for its ruggedness.",0.1232456140350877
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,MJB,Is it water resistant??,It has been ok. The flap over the charger isn't working well. Just an average flip phone.,0.175
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Intheheat,Not user friendly or tough,"The phone is a nuisance. The ""voice command"" function cannot be turned off and it is forever trying to talk to you. It will be in your cell phone pocket, get touched, and start in the ""learning"" routine for voice commands. It is a complete pain. The phone also is supposed to be military grade. It may be if you are in the military recruitment office. In the real world the first phone lasted only a little over a month before the flip section got broken off. The battery cover is virtually impossible to reseal so waterproof goes right out the window. The speaker phone worked for a short period of time before it started getting so garbled that it was useless too. Buy something else.",-0.093204365079365
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Patty,Motorola Barrage Not Supported by Verizon or Motorola,"The users manual for this phone is inadequate and tech support is non-existent as Verizon and Motorola push smart phones. The phone doesn't come with software. Motorola will sell you Motorola Phone Tools for another $50 but don't bother because most of the software's features won't work with this phone. You can actually use the phone's USB cable feature to upload music, ringtones, and contacts but neither the manual nor tech support will tell you how. Good luck figuring it out. It was a frustrating trial and error process. You can also find third party software to load your calendar for a lot less than $50 but Motorola and Verizon techs aren't allowed to direct you. If you're on a job site that uses the PUSH to TALK function, it might be worth putting up with this phone and provider but there are better options out there - phones that are more rugged and waterproof and will actually let your use the phone's features. Bottom line - I would never buy another Barrage and plan to change my provider asap.",0.1873015873015873
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,armanor,good cell,"this is a great phone if you're looking for a tough, simple cell...no bells or whistles here, just a standard cell. I've dropped it a bunch and hasn't cracked or broke yet. Functions great! The front screen did crack when my 2 year old son jumped on me, but that's about 25-30lbs falling onto it...any other cell probably would have cracked or even broke under the force too. Parts were cheap enough to fix it too and plenty of accessories are out there for it.",0.1984567901234568
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Roger C.,Longevity,I will activate this phone when my other Barge wears out,-0.125
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Todd A. Lively,AVOID AT ALL COST,"Verizon Wireless sold me the phone at their corporate location in Bloomington, Il. Within 6 months of having this phone I've had to replace the battery 2 times. The voice command still does not recognize my voice half the time. The largest corporate Bloomington does not carry replacement batteries. I am blind yet the Verizon store will not help me ship the old battery out (means I have to ask for another ride to get to a mailbox). The back cover did not fit properly after the 2nd battery was removed in the VZ store. They said this phone was up to/beyond Military specifications - that's funny. If I was using this phone in the military I'd be dead months ago.",-0.0705128205128205
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Tammy Boudoin,Doesn't stay charged,Love the phone but does not hold charge longer than 5to6 hours .if it was new it should hold charge .The last phone I had just like that one stayed charged for 3 days.,0.2121212121212121
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Glena,Made it through water,"Yesterday, my husband left his phone in his pocket when we went swimming. My daughter noticed it under water after about 30 minutes. However, it now still works just fine!",0.2604166666666667
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,MenaceTX,Awesome Phone! Tough as nails and wate/shock resistance,I love this phone. I work in a very busy office and I am always dropping my phone and getting it wet. This phone is extremely durable and water resistant or in my case coffee resistant. I can't say enough about this pone. Love it!!,0.1977083333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Marshall A. Childs,DO NOT BUY MOTOROLA EVER!,"I purchased a Droid 2x almost 2 years ago. Over year ago Motorola stopped providing upgrades and the phone has missed calls and needs rebooting regularly. It does not always sync with Google calendar, bee restored to factory, replaced completely 2 times including a new battery and still does not work properly. Motorola and Verizon both refused to replace the phone with a equal phone other than the same one even thought the phone is insured. Go to Best Buy, they honor their warranty with a phone that works equal to what you bought at time of purchase if you have problems.",0.1234848484848484
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Nick Rountree,"Works great, it would have been nice to have the ...","Works great, it would have been nice to have the option to purchase the car charger when purchasing the phone.",0.7
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,thomas solberg,great phone,"Love this phone. wish that motorola made a version that had talking texts as an option, for vision impaired left.",0.25
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Uzicrowbar,MOTOROLA BARRAGE,"The screen on the outside of the phone cracked under normal use, no dropping etc. Had it in Motorola's belt case all the time. This area of the phone is poorly designed and low end materials. The reception is good and battery life was great.",0.2083333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,David smith,Motorola Barrage V860 cell phone,"best cell phone I've owned. very sturdy, easy to use stays charged for weeks great option instead of ""free phones"" from Verizon",0.5666666666666667
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Sara Thompson,"This is not a prepaid device. But Verizon made me purchase minutes? - Fixed, great phone!","It seems like the seller(s?) don't know the difference between the prepaid version of the phone and the standard contract version. Either that or Verizon is just full of idiots (entirely possible.) When I activated the phone online, with the aid of Verizon live chat service, it made me dial a number and then required me to purchase minutes. I have read other reviewers say that Verizon would not/could not activate their phone on the prepaid network. I'm not sure what's going on but I'm pretty irritated. I like the phone, alot for the use I've gotten out of it so far (very little), but the whole reason I ditched my smartphone was because I was sick of all the complicated BS. P.S. If anyone could help me figure out what's going on here I'd appreciate it. EDIT: Apparently me and Verizon were both being idiots. I have it active and working as it should now. The phone itself is wonderful. Since I still have a data plan I can get all kinds of cute little arcade games and apps. Simple things of course but I'm a simple lady. It's a pretty sturdy phone, it's lightweight and feels like it might be made of cheap material but it's designed in a way to take a fall. One reason smartphones break so easily is because they are square and flat. This thing is rounded on any angle. The 'closed' screen is flat but it is slightly inlayed in the phone so if you do drop it directly on that surface it will hit the plastic edges of the phone and not the screen. The backplate isn't sealing as tightly as it should, which probably does not make it waterproof ""up to 1 meter of water for 30 minutes"" but I think that might have been my fault by trying to improperly open the backplate. The keypad is silicone or something and has no gaps. With the backplate properly sealed I'm sure it is waterproof. Christmas came early lol I'm happy with this little guy. Oh and no more charging my phone twice a day. I haven't charged it since I got it a week ago and despite use in almost every possible way it didn't get down to one battery bar until today. It charged back to full in half an hour. It is a beautiful thing.",0.0491106273776728
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Hawgfan,Used the V860 for over 10 years,"YES, I still use a flip phone. I've tried a couple of different ""smart"" phones, but do not need, nor want, to be that in touch with the world. This Motorola V860 phone has great sound, can set an alarm, takes reasonable good pictures, I can send a text message, use Bluetooth in my truck, use a calculator and, set an appointment with the calendar. That is what I will use a phone for, and this Motorola V860 does all of that very well. Just to solidify my dinosaur status, I keep a new back-up V860 in my office all the time, so when the one I am using breaks down (every 4-5 years), I have that back-up to activate immediately. Then, I order another back-up V860. :)",0.2995093795093795
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,HeavyHarrison,Great phone with 2 catches,"A rugged flip phone with a good feel and features. Call clarity is excellent. Reception is excellent. Two catches, it cannot be activated on the Verizon prepaid network. Verizon tech support said the software was incompatible with their service and they were working on it even though the phone was made for Verizon with their logos and software. Catch two, the phone can be activated on Page Plus and has a better priced plan. The voice mail cannot be set up to work, even with tech support from Page Plus. Some Verizon features and programs will not work. Some bloatware cannot be uninstalled like the Bing search. I love the phone, the reception on the CDMA network, the ruggedness, the long battery life and easy activation with Page Plus along with their kind service people.",0.5854166666666667
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Joseph Toland,short battery life,"Overall, I like the phone. However I was hoping for a battery life comparable to my old flip phone which was well over a week before it started going to three bars. With this phone I go to three bars after about two days, and then quite quickly to two bars and one bar. I thought it might have come with an old battery, so I bought a replacement battery but I still had the same problem, so I suspect the phone is just an energy hog to some degree. I am a physician, and carried a smart phone primarily for the Internet, and a flip phone to make and receive phone calls so that I would not have to worry about the battery dying on me, so this is a bit of a disappointment.",0.0684523809523809
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Dr. E.,Impressed with customer focus...,"This was my original post - ""This item was not new as advertised. It was refurbished and came with a water damaged battery that didn't work. I am not pleased that I paid more for a unit I thought was new and it turns out to be refurbished instead. Lucky I had a spare battery or I wouldn't have been able to use it at all."" - But I apologize for being so hasty. I should have called the company and explored the issue with them before making that post. A couple of hours after posting this, I received a call from the company apologizing saying that this should never have happened and they provided me with a very acceptable solution. I was impressed with their sincerity and plan to use the company again in the future.",0.2726515151515151
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Rose,Practically undamageable,"This phone has been left out in the rain overnight, dropped in puddles, ran over by a car, dropped on hard floors a ton of times, and still works perfectly. Not even a scratch. Most of the time, it is only used for texting and a few phone called and the battery lasts for up to 3 or 4 days. Other times, when I'm talking on the phone a LOT (like all day long), the battery lasts for 12 or 14 hours. The battery light will blink and it'll beep like it's dying for about half an hour of talking time, or all day if I don't use it. The only down side is that the camera sucks.",-0.0683760683760683
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Sparky,Great Basic Phone,"Since I was looking for a very basic phone, this one meets my needs wonderfully. It arrived promptly, in nearly-new condition, along with a new generic charger. It seems to be quite substantial, and the sound quality is better than some of the more expensive phones I've had in the past. It holds a charge quite well, and since it isn't one of the newer phones, I don't have to pay for a data plan. If you just need a basic phone with your Verizon cell service, this is a great choice. I called Verizon Customer Service to make the change from my old phone, quick and easy, although I had to re-enter all my contacts manually. I imagine that going to a Verizon store might allow you to automatically transfer all your contacts. Overall, an excellent choice for a basic phone.",0.2619429590017825
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Joseph,No longer charges new battery 100%.,"Phone no longer charges new battery 100%. Swapped battery from other V860, but it still fails to charge 100%. The only way I have improved this failure is to turn the phone off, flip it open, then plugin and charge it while it is opened. Weird, but it works.",-0.1864718614718614
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,T. David Brown,exceeded expectation,"this phone has exceeded my expectations, would definitely refer others seeking a simular type phone to consider this phone. The only thing I wish was different, is that there if was a data/charge cord from the computer to the phone, because since I live in nursing home there are shortages of available electrical outlates and its easier amd safer to just be able to use a usb port to be able to charge my phone",0.2194805194805194
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Mark Riding,10 out of 10. Great product and great price.,"I bought one phone for a friend as a gift and the phone worked great, looked great and was shipped very fast. I was so impressed with the phone that when it came time for he's wife to get a phone I reordered from the same company and got her the exact same phone. Now they both have great working phone are easy for them to operate. They are both in their 70s and this phone has big buttons that are easy to see and the phones are made to be tough for the fall's that they are put through.",0.3656481481481481
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,birdiebird,First choice for a rugged phone,"This phone is the perfect choice if you work in an outdoor environment, It is an extremely sturdy phone and can survive quite a bit of abuse. the sound is exceptionally clear and allows increased volume in noisy situations. It was advertised as not including a camera but it has one and takes great pictures. All in all, this is a great cell phone. This is the fourth one in our family in five years and we all prefer this model.",0.4249999999999999
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Debra,NOT yet,"I love this phone, the reason is its like the one I have now...Have yet to add to my verizonwireless account, Do not know if it works or not...So, as with anything ,.,YES, I stand by rating only because my last worked awesomely. ALSO, I was under the understanding that this was a New phone...Did not look like one...also,and my phone is water proof but the instructions stated, this one is not, but it has all same information as with my last... ask me again in month...May have a better rating...",0.2670454545454545
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Patrick J. HILDEBRAND,Takes a beating!,"Older phone, but works great! Bought two of these for my brother who breaks about everything he touches! The first one speaker broke only after he ran over it with his truck in the mud! He could still make calls, etc. but couldn't hear the people on the other end! So I ordered him another and he's back up and running.",0.2100694444444444
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Clay,Great for the price,"The only complaint I have is that there is no flash. But the phone has geat reception, great display, easy to use, holds a charge, an all together simple and reliable cell phone. And for $35 delivered, I cant complain about a single thing......except for no flash.....lol.... I like it so much, Im thinking of getting another for a back-up. For the price and reliability, I have no choice but to give it 5 stars",0.1517006802721088
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,KWNX,BackUp Assistant Reset Procedure,"Here are three different functions/procedures:#3-Cellebrite,(machine)a way to transfer your contacts from one cell phone to another. Need to have it done at a VZ Wireless store.#2-Flash, a way to have your cell phone reset back to Factory Default settings. Need to have it done at a VZ Direct Store (Verizon owned). Then you will be able to download and reinstall Back-Up Assistant.#1-From Media Center-Browse & Download...launch Back-Up Assistant...(lower left) launch HELP...once on the Help screen just type *73738#...the screen will close and take you to your ""reset"" Back-Up Assistant...when it ask for the pin# type in yours.....I hope this helps.",0.12
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Deborah Lobb,Cannot be programmed,Purchased this phone because it has been the phone my husband has used for years. It was stated that it could be used if you had an existing Verizon account. That does not work. It is not longer available for programing. Disappointed..,-0.175
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Vivi Carden,The price was really good; it appeared to be brand new,"We had used this phone before, so we were familiar with it. The price was really good; it appeared to be brand new. Still a few resisting change, but this phone does what we need it to do.",0.2528409090909091
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,LindsB,Definitely refurbished,"The back of ours isnt closing correctly and also has faulty keypad. Without those two, the phone is great, but becareful. Refurbished does mean something has been wrong with it before.",-0.0031249999999999
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Eva Hendry,Should have known better.,"The phone is an old model. I actually had one years ago because it is pretty much indestructible. Unfortunately, it is so out-of-date that the monthly fees are high. The battery in the phone I bought (I bought it used.) died completely within weeks of my purchase. I should have known that it's impossible to go back in history and try to use it today.",-0.0396296296296296
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,S. Dickson,bomb resistant!,with a cheap snap on case and a little clear screen cover plastic filmy thing BLAM work phone i had it in my pocket all day in diesel soaked jeans then put it in the wash (still in pocket) then dry (still in pocket) puller it out an hour latter let it cool turned it on still running about a year later,0.0851190476190476
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Charley,Five Stars,This replaces my mother's old phone. Seems to work for her very well.,0.15
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,J. Bell,Excellent phone,"I bought three of these two and a half years ago for my wife, my boy, and myself. The boy is now 18 and after all he's put that phone thru it still works like new. Mine and my wife's still look like new. The boy, right after he got his, turned on his music and dropped it in a friend's pool to show his buddies it was waterproof, it was, and still works great.",0.2383549783549783
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Rob,Used Motorola Barrage,I ordered this product because the front display screen on a friend's phone broke. I found that this seller was selling used phones for a decent price. I knew before ordering that these were going to be used phones so I dreaded the condition they were in. I was happily surprised that I received an almost brand new phone with slight wear. I powered it on since the battery still had a charge and the phone started right up with. O issues. Now my friend has a spare battery that he can use with his fixed phone.,0.1036796536796536
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Anna Dowd,perfect phone for my husband,"perfect phone for my husband, I have one around the house just like it but couldn't find it, so we ordered this one and it works great!",1.0
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,retiredlady,Great cell!!,"I just want a cell to talk. I have ruined several because of moisture. This one has sort of a rubbery cover on keys and has lasted me longer than any phone I have had in a very long time. For those who just want a cell to ""talk"", this is a great phone.",0.245
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Farmerswife14770,Indestructible phone!,"I ordered this for my husband as he's a farmer and into all sorts of dirt and equipment. He had destroyed his previous phone. Upon receiving the phone, we were able to transfer all his info to the new one and he's taken it to work daily. It holds a charge for a LONG time and actually stays clean! We both love the phone!",0.1878787878787879
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Daniel L.,used phone still the way to go,"These are pretty bullet proof phones and are good for buying used phones. I Ordered two of these after flushing my old faithful down into the depths of the earth, one from NC and this one from Texas. The other phone ordered from the NC reseller was in my mailbox two days after the ordered and was in great shape with a new fresh charged battery and is currently living in my pocket. However this phone arrived a week and a half later with a flat battery and a lot of battle scars but still was in working order. Like I said this model is bullet proof otherwise I wonder if the outcome would have been the same with a more fragile version of flip phone. I gave three stars because of the long wait, flat battery, and battle scars. Not so much the battle scars.",0.1355078563411896
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Martha H.,Five Stars,prolonged battery life,0.0
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Alysse,Not worth my time and money,My husband used this phone for about a week. Never dropped it or got it wet and the screen went black then would not come back on. A few days later the phone all of a sudden comes to life. Very weird.,-0.1595238095238095
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,curious girl,Works fine and didn't break the bank.,This item was delivered promptly and was easy to activate. It was as advertised and we have no complaints.,0.4333333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Ric Porter,So glad I found this phone!,"I've had my original V860 for over 4 1/2 years, and I was getting ready to settle for a ""smart"" phone. I doubt any other (especially ""smart"" ) phone could withstand the abuse (unintentional) my barrage has suffered... ***I do NOT suggest that anyone try and duplicate these instances, I doubt the warranty would cover any of them!!*** A short list: Gone through a complete warm wash cycle, dropped in a 5 gal bucket of latex paint, dropped from a 7 and 10 foot height onto a concrete floor, dropped kicked 6 feet colliding with a brick wall and two weeks ago dropped into a gutter of rushing snow melt (frigid, very salty and gritty) not retrievable for 15 minutes (stuck under a pile of snow). Each and every time, the phone was still on and functioned perfectly Except for the bucket of paint where the mic was partially blocked by dried paint (my fault). The only down side I can see is resetting all the sounds and graphics to where I want them...I love this phone!!",0.1560901675485008
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Jennifer T.,Quality,"The back of the phone was broken with the backplate not even fitting on properly. The phone itself had gunk in all of the nooks and crannies, disgusting, would like a refund/replacement to change my rating",-0.18
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,mm28302,Great Phone,I purchased this phone for my dad who works in asphalt and construction. He loves the camera for taking photos of his grandkids and pets. The only conplaint we have is the battery life is terrible but we will purchase a new extended life battery. I paid 35 dollars for the phone and I am satisfied with the quality for that price.,-0.0909090909090909
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,amanda,super phone,within days of receiving this phone in the mail. All of the problems I've been having went away. The great improvement over the phone I had before. I hope this one lasts for a long long time.,0.2333333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Artesian Baker 'n Amazon Fan,Great Quality Clamshell Phone,"Great clam-shell phone. Durable; many uses...was designed as military phone, so it can be water resistant.",0.3999999999999999
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,AR. Sposito,Tough flip phone,Perfect for my no nonsense husband to is tough on his gear.,0.3055555555555556
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Judy Z.,"Durable cell phone, love it!","New as described. Tough cell phone, not ""smart"" but durable. Perfect for people who want to TALK on the phone!",0.1600829725829725
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Wanda,Great Phone and Great Sellers,I love this phone. Since all I do is talk it meets my requirements. Dropped it in a puddle and NO problem. Really is waterproof. Also the sellers are the best. Thanks for the back.,0.38
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,J Crawf,Four Stars,okay phone,0.5
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Nina Jo Wells,Five Stars,Thanks,0.2
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Jeff B,Flip for fun,Great phone for the technologically impaired.,0.8
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Roger Hirschinger,Good Phone,"Tuff phone , I've dropped it several times while working in my garage. (Dropped on cement floor). Phone still works great.",0.4
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Wayne C.,"Good phone, I lost one like it that I ...","Good phone , I lost one like it that I had for 6 years with no problems, so I got a new one just like it!",0.4352272727272727
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Amazon Customer,Loved phone!,My husband loved his new phone! He liked the operation and simplicity of this phone better than his old one. I would reccommend to anyone who doesn't want or need a lot of bells and whistles.,0.414090909090909
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Teri,Locked phone :(,"Locked phone not new did not find out until I got home to my husband now, passed return date. He did not not know :(",-0.409090909090909
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Miss Renai,great phone,My hubby is dangerous on cell phones. He drops then ask the time in water in dirt pretty probably even in the toilet....Lol this phone is durable and small enough fir his pocket he loves it.,-0.15
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Lewis Marks,Good phone.,"Phone is great, do not like how the calendar function works; you can now fast forward to the next month - must go week by week.",0.3333333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Eliza,Five Stars,works well,0.0
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Asperger mom,"Happy, Happy, Happy","Bought this phone to replace a broken one. Hoping it would work with Verizon. Phone was exactly as described. Included everything (charger cord, battery, case, etc.) All in excellent shape. Hooked up to Verizon within minutes and transferred all my contacts. Price was very reasonable, and shipped quickly. I will go to this seller again when I'm looking for another phone.",0.2886666666666666
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Amazon Customer,Tough devise great reception on both ends of conversation,"Farm work, tractor,gardening,weedeating,etc. Tough devise great reception on both ends of conversation.forward my smartphone to this devise and leave it inside where it is safe while working.",0.3037037037037037
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,John Bauerle,Five Stars,really like it,0.2
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,S. Cliver,Five Stars,Great work phone for the price!,1.0
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Bruce,i'M A HAPPY CAMPER,This person/company shipped the phone on time and I received it a day earlier than I was promised. The phone was in better condition than I thought it was described as and I have not had one bit of trouble with it. YES I AM A HAPPY AND SATISFIED CAMPER WITH THIS TRANSACTION.,0.32
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Jeanne,Buyer beware !,Not as advertised . Very beat up . Disappointing to say the least .,-0.2333333333333333
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Cindy Jackson,Five Stars,Nice looking phone! Fast delivery too!,0.5
B002WTC1NG,Motorola Barrage V860 Phone (Verizon Wireless)	,Motorola,Joseph S. Ayres,Great phones,"These are the best. Rugged, take abuse and drowning. All my working friends have these. I was VERY saddened to hear that Motorola was bought out and sold off to THE C WORD!",0.625
